Contact_pair,HiChip1,HiChip2,Contact_group_HiChip
chr1_53780000to53790000andchr1_53820000to53830000,0.0,1.5,2NTnG
chr19_41800000to41810000andchr19_41820000to41830000,0.0,1.5,2NTnG
chr3_106720000to106730000andchr3_106780000to106790000,0.0,1.5,2NTnG
chr17_35890000to35900000andchr17_35910000to35920000,0.0,1.5,2NTnG
chr3_82350000to82360000andchr3_82400000to82410000,0.0,1.5,2NTnG
chr15_27630000to27640000andchr15_27710000to27720000,0.0,1.5,2NTnG
chr3_68960000to68970000andchr3_68980000to68990000,0.0,1.5,2NTnG
chr16_43660000to43670000andchr16_43700000to43710000,0.0,1.5,2NTnG
chr15_79920000to79930000andchr15_80080000to80090000,0.0,1.5,2NTnG
chr19_5400000to5410000andchr19_5480000to5490000,0.0,1.5,2NTnG
chr19_6920000to6930000andchr19_6980000to6990000,0.0,1.5,2NTnG
chr2_117330000to117340000andchr2_117380000to117390000,0.0,1.5,2NTnG
chr19_8710000to8720000andchr19_8810000to8820000,0.0,1.5,2NTnG
chr18_49960000to49970000andchr18_49980000to49990000,0.0,1.5,2NTnG
chr2_174600000to174610000andchr2_174640000to174650000,0.0,1.5,2NTnG
chr15_76650000to76660000andchr15_76690000to76700000,0.0,1.5,2NTnG
chr16_52050000to52060000andchr16_52140000to52150000,0.0,1.5,2NTnG
chr2_3280000to3290000andchr2_3330000to3340000,0.0,1.5,2NTnG
chr19_8710000to8720000andchr19_8990000to9000000,0.0,1.5,2NTnG
chr19_8720000to8730000andchr19_8850000to8860000,0.0,1.5,2NTnG
chr1_138120000to138130000andchr1_138290000to138300000,0.0,1.5,2NTnG
chr15_76470000to76480000andchr15_76660000to76670000,0.0,1.5,2NTnG
chr2_166900000to166910000andchr2_167010000to167020000,0.0,1.5,2NTnG
chr18_82510000to82520000andchr18_82530000to82540000,0.0,1.5,2NTnG
chr2_119610000to119620000andchr2_119890000to119900000,0.0,1.5,2NTnG
chr1_189680000to189690000andchr1_189920000to189930000,0.0,1.5,2NTnG
chr19_4120000to4130000andchr19_4220000to4230000,0.0,1.5,2NTnG
chr16_35770000to35780000andchr16_35930000to35940000,0.0,1.5,2NTnG
chr1_191320000to191330000andchr1_191810000to191820000,0.0,1.5,2NTnG
chr1_191390000to191400000andchr1_191570000to191580000,0.0,1.5,2NTnG
chr18_56460000to56470000andchr18_56570000to56580000,0.0,1.5,2NTnG
chr19_5270000to5280000andchr19_5290000to5300000,0.0,1.5,2NTnG
chr2_117380000to117390000andchr2_117440000to117450000,0.0,1.5,2NTnG
chr2_3420000to3430000andchr2_3510000to3520000,0.0,1.5,2NTnG
chr15_73110000to73120000andchr15_73180000to73190000,0.0,1.5,2NTnG
chr17_65880000to65890000andchr17_66120000to66130000,0.0,1.5,2NTnG
chr19_11380000to11390000andchr19_11500000to11510000,0.0,1.5,2NTnG
chr15_43280000to43290000andchr15_43470000to43480000,0.0,1.5,2NTnG
chr19_11370000to11380000andchr19_11500000to11510000,0.0,1.5,2NTnG
chr15_38510000to38520000andchr15_38600000to38610000,0.0,1.5,2NTnG
chr15_36600000to36610000andchr15_36640000to36650000,0.0,1.5,2NTnG
chr17_5000000to5010000andchr17_5130000to5140000,0.0,1.5,2NTnG
chr3_51480000to51490000andchr3_52240000to52250000,0.0,1.5,2NTnG
chr2_11190000to11200000andchr2_11250000to11260000,0.0,1.5,2NTnG
chr19_11380000to11390000andchr19_11480000to11490000,0.0,1.5,2NTnG
chr1_75230000to75240000andchr1_75310000to75320000,0.0,1.5,2NTnG
chr19_11410000to11420000andchr19_11490000to11500000,0.0,1.5,2NTnG
chr3_52450000to52460000andchr3_52630000to52640000,0.0,1.5,2NTnG
chr2_51060000to51070000andchr2_51290000to51300000,0.0,1.5,2NTnG
chr1_75210000to75220000andchr1_75250000to75260000,0.0,1.5,2NTnG
chr1_182400000to182410000andchr1_182490000to182500000,0.0,1.5,2NTnG
chr1_75140000to75150000andchr1_75210000to75220000,0.0,1.5,2NTnG
chr1_74280000to74290000andchr1_74500000to74510000,0.0,1.5,2NTnG
chr15_58730000to58740000andchr15_58820000to58830000,0.0,1.5,2NTnG
chr1_131110000to131120000andchr1_131200000to131210000,0.0,1.5,2NTnG
chr18_40150000to40160000andchr18_40160000to40170000,0.0,1.5,2NTnG
chr18_38940000to38950000andchr18_38990000to39000000,0.0,1.5,2NTnG
chr1_133780000to133790000andchr1_133840000to133850000,0.0,1.5,2NTnG
chr2_6350000to6360000andchr2_6370000to6380000,0.0,1.5,2NTnG
chr19_8780000to8790000andchr19_8890000to8900000,0.0,1.5,2NTnG
chr3_32700000to32710000andchr3_32730000to32740000,0.0,1.5,2NTnG
chr15_61440000to61450000andchr15_61540000to61550000,0.0,1.5,2NTnG
chr19_8820000to8830000andchr19_8850000to8860000,0.0,1.5,2NTnG
chr3_37630000to37640000andchr3_37720000to37730000,0.0,1.5,2NTnG
chr15_59600000to59610000andchr15_59640000to59650000,0.0,1.5,2NTnG
chr15_58820000to58830000andchr15_58930000to58940000,0.0,1.5,2NTnG
chr19_9110000to9120000andchr19_9130000to9140000,0.0,1.5,2NTnG
chr19_9890000to9900000andchr19_9990000to10000000,0.0,1.5,2NTnG
chr15_59570000to59580000andchr15_59590000to59600000,0.0,1.5,2NTnG
chr3_51270000to51280000andchr3_51410000to51420000,0.0,1.5,2NTnG
chr1_118380000to118390000andchr1_118450000to118460000,0.0,1.5,2NTnG
chr17_80130000to80140000andchr17_80460000to80470000,0.0,1.5,2NTnG
chr3_115660000to115670000andchr3_115790000to115800000,0.0,1.5,2NTnG
chr6_99010000to99020000andchr6_99050000to99060000,0.0,1.5,2NTnG
chr6_92090000to92100000andchr6_92210000to92220000,0.0,1.5,2NTnG
chr9_44860000to44870000andchr9_44960000to44970000,0.0,1.5,2NTnG
chr9_56410000to56420000andchr9_56460000to56470000,0.0,1.5,2NTnG
chr9_57530000to57540000andchr9_57640000to57650000,0.0,1.5,2NTnG
chr9_64730000to64740000andchr9_64780000to64790000,0.0,1.5,2NTnG
chr6_72360000to72370000andchr6_72390000to72400000,0.0,1.5,2NTnG
chr9_66830000to66840000andchr9_66940000to66950000,0.0,1.5,2NTnG
chr6_56710000to56720000andchr6_56920000to56930000,0.0,1.5,2NTnG
chr9_72430000to72440000andchr9_72450000to72460000,0.0,1.5,2NTnG
chr9_72460000to72470000andchr9_72610000to72620000,0.0,1.5,2NTnG
chr9_72980000to72990000andchr9_73070000to73080000,0.0,1.5,2NTnG
chr9_72980000to72990000andchr9_73090000to73100000,0.0,1.5,2NTnG
chr6_51380000to51390000andchr6_51470000to51480000,0.0,1.5,2NTnG
chr9_44010000to44020000andchr9_44060000to44070000,0.0,1.5,2NTnG
chr6_99270000to99280000andchr6_99380000to99390000,0.0,1.5,2NTnG
chr3_115660000to115670000andchr3_115810000to115820000,0.0,1.5,2NTnG
chr9_20460000to20470000andchr9_20650000to20660000,0.0,1.5,2NTnG
chr6_127450000to127460000andchr6_127580000to127590000,0.0,1.5,2NTnG
chr9_21290000to21300000andchr9_21420000to21430000,0.0,1.5,2NTnG
chr9_25190000to25200000andchr9_25260000to25270000,0.0,1.5,2NTnG
chr9_32630000to32640000andchr9_32930000to32940000,0.0,1.5,2NTnG
chr9_32660000to32670000andchr9_32730000to32740000,0.0,1.5,2NTnG
chr9_32920000to32930000andchr9_32960000to32970000,0.0,1.5,2NTnG
chr6_113600000to113610000andchr6_113670000to113680000,0.0,1.5,2NTnG
chr6_108820000to108830000andchr6_108830000to108840000,0.0,1.5,2NTnG
chr9_40330000to40340000andchr9_40410000to40420000,0.0,1.5,2NTnG
chr9_41080000to41090000andchr9_41180000to41190000,0.0,1.5,2NTnG
chr9_77910000to77920000andchr9_78100000to78110000,0.0,1.5,2NTnG
chr9_81660000to81670000andchr9_81670000to81680000,0.0,1.5,2NTnG
chr5_137500000to137510000andchr5_137770000to137780000,0.0,1.5,2NTnG
chr10_12880000to12890000andchr10_12980000to12990000,0.0,1.5,2NTnG
chr5_137500000to137510000andchr5_137590000to137600000,0.0,1.5,2NTnG
chr10_19070000to19080000andchr10_19320000to19330000,0.0,1.5,2NTnG
chr10_19490000to19500000andchr10_19510000to19520000,0.0,1.5,2NTnG
chr5_135680000to135690000andchr5_135770000to135780000,0.0,1.5,2NTnG
chr10_20960000to20970000andchr10_21250000to21260000,0.0,1.5,2NTnG
chr5_134230000to134240000andchr5_134270000to134280000,0.0,1.5,2NTnG
chr10_39190000to39200000andchr10_39360000to39370000,0.0,1.5,2NTnG
chr10_41510000to41520000andchr10_41530000to41540000,0.0,1.5,2NTnG
chr5_134180000to134190000andchr5_134230000to134240000,0.0,1.5,2NTnG
chr10_59950000to59960000andchr10_59970000to59980000,0.0,1.5,2NTnG
chr10_62590000to62600000andchr10_62650000to62660000,0.0,1.5,2NTnG
chr10_68030000to68040000andchr10_68130000to68140000,0.0,1.5,2NTnG
chr10_68030000to68040000andchr10_68230000to68240000,0.0,1.5,2NTnG
chr10_68030000to68040000andchr10_68270000to68280000,0.0,1.5,2NTnG
chr10_12820000to12830000andchr10_12840000to12850000,0.0,1.5,2NTnG
chr10_7670000to7680000andchr10_7720000to7730000,0.0,1.5,2NTnG
chr6_37460000to37470000andchr6_37870000to37880000,0.0,1.5,2NTnG
chr9_106240000to106250000andchr9_106280000to106290000,0.0,1.5,2NTnG
chr9_106360000to106370000andchr9_106430000to106440000,0.0,1.5,2NTnG
chr9_108200000to108210000andchr9_108260000to108270000,0.0,1.5,2NTnG
chr9_108500000to108510000andchr9_108560000to108570000,0.0,1.5,2NTnG
chr9_122880000to122890000andchr9_123020000to123030000,0.0,1.5,2NTnG
chr5_145080000to145090000andchr5_145230000to145240000,0.0,1.5,2NTnG
chr9_116090000to116100000andchr9_116340000to116350000,0.0,1.5,2NTnG
chr9_116180000to116190000andchr9_116320000to116330000,0.0,1.5,2NTnG
chr9_116320000to116330000andchr9_116380000to116390000,0.0,1.5,2NTnG
chr9_119980000to119990000andchr9_120120000to120130000,0.0,1.5,2NTnG
chr9_121710000to121720000andchr9_121740000to121750000,0.0,1.5,2NTnG
chr6_128760000to128770000andchr6_128800000to128810000,0.0,1.5,2NTnG
chr9_7710000to7720000andchr9_7830000to7840000,0.0,1.5,2NTnG
chr8_70830000to70840000andchr8_70860000to70870000,0.0,1.5,2NTnG
chr7_126770000to126780000andchr7_127260000to127270000,0.0,1.5,2NTnG
chr7_126790000to126800000andchr7_127020000to127030000,0.0,1.5,2NTnG
chr7_126790000to126800000andchr7_127090000to127100000,0.0,1.5,2NTnG
chr7_127090000to127100000andchr7_127250000to127260000,0.0,1.5,2NTnG
chr7_28590000to28600000andchr7_28780000to28790000,0.0,1.5,2NTnG
chr7_127440000to127450000andchr7_127580000to127590000,0.0,1.5,2NTnG
chr7_28380000to28390000andchr7_28700000to28710000,0.0,1.5,2NTnG
chr7_143590000to143600000andchr7_143630000to143640000,0.0,1.5,2NTnG
chr8_3620000to3630000andchr8_4160000to4170000,0.0,1.5,2NTnG
chr7_27440000to27450000andchr7_27550000to27560000,0.0,1.5,2NTnG
chr7_25650000to25660000andchr7_25710000to25720000,0.0,1.5,2NTnG
chr7_25070000to25080000andchr7_25280000to25290000,0.0,1.5,2NTnG
chr7_126390000to126400000andchr7_126500000to126510000,0.0,1.5,2NTnG
chr7_126390000to126400000andchr7_126470000to126480000,0.0,1.5,2NTnG
chr7_73530000to73540000andchr7_73590000to73600000,0.0,1.5,2NTnG
chr7_75390000to75400000andchr7_75530000to75540000,0.0,1.5,2NTnG
chr7_75450000to75460000andchr7_75600000to75610000,0.0,1.5,2NTnG
chr7_75600000to75610000andchr7_75650000to75660000,0.0,1.5,2NTnG
chr7_75610000to75620000andchr7_75790000to75800000,0.0,1.5,2NTnG
chr7_75650000to75660000andchr7_75790000to75800000,0.0,1.5,2NTnG
chr7_80290000to80300000andchr7_80340000to80350000,0.0,1.5,2NTnG
chr7_63850000to63860000andchr7_63970000to63980000,0.0,1.5,2NTnG
chr7_100530000to100540000andchr7_100590000to100600000,0.0,1.5,2NTnG
chr7_101890000to101900000andchr7_101930000to101940000,0.0,1.5,2NTnG
chr7_28820000to28830000andchr7_29160000to29170000,0.0,1.5,2NTnG
chr8_69710000to69720000andchr8_69770000to69780000,0.0,1.5,2NTnG
chr6_128760000to128770000andchr6_128830000to128840000,0.0,1.5,2NTnG
chr8_70860000to70870000andchr8_70890000to70900000,0.0,1.5,2NTnG
chr6_148830000to148840000andchr6_148940000to148950000,0.0,1.5,2NTnG
chr6_148210000to148220000andchr6_148830000to148840000,0.0,1.5,2NTnG
chr6_145110000to145120000andchr6_145180000to145190000,0.0,1.5,2NTnG
chr6_136420000to136430000andchr6_136450000to136460000,0.0,1.5,2NTnG
chr8_91080000to91090000andchr8_91130000to91140000,0.0,1.5,2NTnG
chr8_91130000to91140000andchr8_91310000to91320000,0.0,1.5,2NTnG
chr6_134820000to134830000andchr6_134920000to134930000,0.0,1.5,2NTnG
chr6_134640000to134650000andchr6_134910000to134920000,0.0,1.5,2NTnG
chr8_109600000to109610000andchr8_109690000to109700000,0.0,1.5,2NTnG
chr6_134640000to134650000andchr6_134820000to134830000,0.0,1.5,2NTnG
chr8_122990000to123000000andchr8_123100000to123110000,0.0,1.5,2NTnG
chr6_128830000to128840000andchr6_128880000to128890000,0.0,1.5,2NTnG
chr8_123040000to123050000andchr8_123100000to123110000,0.0,1.5,2NTnG
chr8_126830000to126840000andchr8_126920000to126930000,0.0,1.5,2NTnG
chr8_84910000to84920000andchr8_84990000to85000000,0.0,1.5,2NTnG
chr8_72210000to72220000andchr8_72490000to72500000,0.0,1.5,2NTnG
chr8_81340000to81350000andchr8_81690000to81700000,0.0,1.5,2NTnG
chr8_81470000to81480000andchr8_81630000to81640000,0.0,1.5,2NTnG
chr8_81470000to81480000andchr8_81780000to81790000,0.0,1.5,2NTnG
chr8_81470000to81480000andchr8_81810000to81820000,0.0,1.5,2NTnG
chr8_84910000to84920000andchr8_84960000to84970000,0.0,1.5,2NTnG
chr7_19140000to19150000andchr7_19220000to19230000,0.0,1.5,2NTnG
chr8_81700000to81710000andchr8_81780000to81790000,0.0,1.5,2NTnG
chr7_6280000to6290000andchr7_6360000to6370000,0.0,1.5,2NTnG
chr8_83650000to83660000andchr8_83970000to83980000,0.0,1.5,2NTnG
chr8_83970000to83980000andchr8_84230000to84240000,0.0,1.5,2NTnG
chr5_123970000to123980000andchr5_124090000to124100000,0.0,1.5,2NTnG
chr12_107140000to107150000andchr12_107920000to107930000,0.0,1.5,2NTnG
chr12_21280000to21290000andchr12_21330000to21340000,0.0,1.5,2NTnG
chr4_122930000to122940000andchr4_122980000to122990000,0.0,1.5,2NTnG
chr12_35530000to35540000andchr12_35570000to35580000,0.0,1.5,2NTnG
chr4_122870000to122880000andchr4_123010000to123020000,0.0,1.5,2NTnG
chr4_122830000to122840000andchr4_122930000to122940000,0.0,1.5,2NTnG
chr4_122830000to122840000andchr4_122870000to122880000,0.0,1.5,2NTnG
chr12_51370000to51380000andchr12_51690000to51700000,0.0,1.5,2NTnG
chr12_71030000to71040000andchr12_71130000to71140000,0.0,1.5,2NTnG
chr4_108320000to108330000andchr4_108610000to108620000,0.0,1.5,2NTnG
chr12_83920000to83930000andchr12_84240000to84250000,0.0,1.5,2NTnG
chr12_86920000to86930000andchr12_86940000to86950000,0.0,1.5,2NTnG
chr12_86920000to86930000andchr12_86950000to86960000,0.0,1.5,2NTnG
chr4_102990000to103000000andchr4_103310000to103320000,0.0,1.5,2NTnG
chr12_102620000to102630000andchr12_102740000to102750000,0.0,1.5,2NTnG
chr12_103340000to103350000andchr12_103420000to103430000,0.0,1.5,2NTnG
chr4_46480000to46490000andchr4_46580000to46590000,0.0,1.5,2NTnG
chr12_15810000to15820000andchr12_16130000to16140000,0.0,1.5,2NTnG
chr11_108910000to108920000andchr11_108920000to108930000,0.0,1.5,2NTnG
chr4_133130000to133140000andchr4_133270000to133280000,0.0,1.5,2NTnG
chr11_106070000to106080000andchr11_106210000to106220000,0.0,1.5,2NTnG
chr4_132000000to132010000andchr4_132030000to132040000,0.0,1.5,2NTnG
chr4_129330000to129340000andchr4_129460000to129470000,0.0,1.5,2NTnG
chr4_128970000to128980000andchr4_129050000to129060000,0.0,1.5,2NTnG
chr4_128960000to128970000andchr4_129050000to129060000,0.0,1.5,2NTnG
chr11_117750000to117760000andchr11_117820000to117830000,0.0,1.5,2NTnG
chr11_120090000to120100000andchr11_120150000to120160000,0.0,1.5,2NTnG
chr12_107010000to107020000andchr12_108000000to108010000,0.0,1.5,2NTnG
chr4_45100000to45110000andchr4_45400000to45410000,0.0,1.5,2NTnG
chr11_98480000to98490000andchr11_98550000to98560000,0.0,1.5,2NTnG
chr12_111550000to111560000andchr12_111810000to111820000,0.0,1.5,2NTnG
chr13_51640000to51650000andchr13_51790000to51800000,0.0,1.5,2NTnG
chr13_51740000to51750000andchr13_51800000to51810000,0.0,1.5,2NTnG
chr3_145920000to145930000andchr3_145940000to145950000,0.0,1.5,2NTnG
chr13_51800000to51810000andchr13_51810000to51820000,0.0,1.5,2NTnG
chr13_51810000to51820000andchr13_51950000to51960000,0.0,1.5,2NTnG
chr3_137860000to137870000andchr3_138140000to138150000,0.0,1.5,2NTnG
chr13_81710000to81720000andchr13_81780000to81790000,0.0,1.5,2NTnG
chr3_121490000to121500000andchr3_123500000to123510000,0.0,1.5,2NTnG
chr13_95690000to95700000andchr13_96670000to96680000,0.0,1.5,2NTnG
chr3_121290000to121300000andchr3_121490000to121500000,0.0,1.5,2NTnG
chr3_115790000to115800000andchr3_115930000to115940000,0.0,1.5,2NTnG
chr13_111780000to111790000andchr13_112420000to112430000,0.0,1.5,2NTnG
chr3_115720000to115730000andchr3_115930000to115940000,0.0,1.5,2NTnG
chr3_115680000to115690000andchr3_115930000to115940000,0.0,1.5,2NTnG
chr13_49210000to49220000andchr13_49340000to49350000,0.0,1.5,2NTnG
chr13_48870000to48880000andchr13_48960000to48970000,0.0,1.5,2NTnG
chr13_46340000to46350000andchr13_46360000to46370000,0.0,1.5,2NTnG
chr13_24600000to24610000andchr13_24680000to24690000,0.0,1.5,2NTnG
chr13_3610000to3620000andchr13_3910000to3920000,0.0,1.5,2NTnG
chr13_22020000to22030000andchr13_22040000to22050000,0.0,1.5,2NTnG
chr4_32140000to32150000andchr4_32360000to32370000,0.0,1.5,2NTnG
chr4_11550000to11560000andchr4_11720000to11730000,0.0,1.5,2NTnG
chr13_24480000to24490000andchr13_24830000to24840000,0.0,1.5,2NTnG
chr4_11410000to11420000andchr4_11420000to11430000,0.0,1.5,2NTnG
chr13_30910000to30920000andchr13_30970000to30980000,0.0,1.5,2NTnG
chr13_30970000to30980000andchr13_30990000to31000000,0.0,1.5,2NTnG
chr13_36730000to36740000andchr13_36800000to36810000,0.0,1.5,2NTnG
chr4_11130000to11140000andchr4_11160000to11170000,0.0,1.5,2NTnG
chr13_43770000to43780000andchr13_43860000to43870000,0.0,1.5,2NTnG
chr13_45850000to45860000andchr13_45880000to45890000,0.0,1.5,2NTnG
chr13_45850000to45860000andchr13_45920000to45930000,0.0,1.5,2NTnG
chr5_119320000to119330000andchr5_119340000to119350000,0.0,1.5,2NTnG
chr10_118760000to118770000andchr10_118780000to118790000,0.0,1.5,2NTnG
chr5_114660000to114670000andchr5_114770000to114780000,0.0,1.5,2NTnG
chr10_128030000to128040000andchr10_128050000to128060000,0.0,1.5,2NTnG
chr10_128400000to128410000andchr10_128520000to128530000,0.0,1.5,2NTnG
chr10_128780000to128790000andchr10_128820000to128830000,0.0,1.5,2NTnG
chr5_107920000to107930000andchr5_107980000to107990000,0.0,1.5,2NTnG
chr11_4950000to4960000andchr11_4980000to4990000,0.0,1.5,2NTnG
chr11_5480000to5490000andchr11_5540000to5550000,0.0,1.5,2NTnG
chr5_105640000to105650000andchr5_105690000to105700000,0.0,1.5,2NTnG
chr11_20200000to20210000andchr11_20240000to20250000,0.0,1.5,2NTnG
chr11_20540000to20550000andchr11_20710000to20720000,0.0,1.5,2NTnG
chr5_105410000to105420000andchr5_105650000to105660000,0.0,1.5,2NTnG
chr11_23000000to23010000andchr11_23300000to23310000,0.0,1.5,2NTnG
chr10_118410000to118420000andchr10_118540000to118550000,0.0,1.5,2NTnG
chr10_117710000to117720000andchr10_118110000to118120000,0.0,1.5,2NTnG
chr10_83350000to83360000andchr10_83360000to83370000,0.0,1.5,2NTnG
chr10_80050000to80060000andchr10_80150000to80160000,0.0,1.5,2NTnG
chr10_80560000to80570000andchr10_80670000to80680000,0.0,1.5,2NTnG
chr10_80790000to80800000andchr10_80820000to80830000,0.0,1.5,2NTnG
chr10_82620000to82630000andchr10_82760000to82770000,0.0,1.5,2NTnG
chr10_82760000to82770000andchr10_83360000to83370000,0.0,1.5,2NTnG
chr10_117530000to117540000andchr10_117620000to117630000,0.0,1.5,2NTnG
chr10_96270000to96280000andchr10_96330000to96340000,0.0,1.5,2NTnG
chr10_96330000to96340000andchr10_96570000to96580000,0.0,1.5,2NTnG
chr10_96570000to96580000andchr10_96620000to96630000,0.0,1.5,2NTnG
chr10_96620000to96630000andchr10_96820000to96830000,0.0,1.5,2NTnG
chr10_98740000to98750000andchr10_98880000to98890000,0.0,1.5,2NTnG
chr10_98880000to98890000andchr10_98910000to98920000,0.0,1.5,2NTnG
chr10_111970000to111980000andchr10_111990000to112000000,0.0,1.5,2NTnG
chr11_46310000to46320000andchr11_46360000to46370000,0.0,1.5,2NTnG
chr11_69670000to69680000andchr11_69750000to69760000,0.0,1.5,2NTnG
chr5_31180000to31190000andchr5_31290000to31300000,0.0,1.5,2NTnG
chr11_75750000to75760000andchr11_75970000to75980000,0.0,1.5,2NTnG
chr11_79520000to79530000andchr11_79700000to79710000,0.0,1.5,2NTnG
chr5_30150000to30160000andchr5_31200000to31210000,0.0,1.5,2NTnG
chr5_24380000to24390000andchr5_24570000to24580000,0.0,1.5,2NTnG
chr4_150910000to150920000andchr4_150960000to150970000,0.0,1.5,2NTnG
chr4_150900000to150910000andchr4_150910000to150920000,0.0,1.5,2NTnG
chr5_36480000to36490000andchr5_36580000to36590000,0.0,1.5,2NTnG
chr5_38560000to38570000andchr5_38590000to38600000,0.0,1.5,2NTnG
chr11_53730000to53740000andchr11_53890000to53900000,0.0,1.5,2NTnG
chr5_73250000to73260000andchr5_73280000to73290000,0.0,1.5,2NTnG
chr5_72910000to72920000andchr5_73250000to73260000,0.0,1.5,2NTnG
chr11_50020000to50030000andchr11_50230000to50240000,0.0,1.5,2NTnG
chr5_72760000to72770000andchr5_72910000to72920000,0.0,1.5,2NTnG
chr11_52260000to52270000andchr11_52310000to52320000,0.0,1.5,2NTnG
chr5_65860000to65870000andchr5_65950000to65960000,0.0,1.5,2NTnG
chr5_65760000to65770000andchr5_65950000to65960000,0.0,1.5,2NTnG
chr11_69090000to69100000andchr11_69230000to69240000,0.0,1.5,2NTnG
chr11_53850000to53860000andchr11_53890000to53900000,0.0,1.5,2NTnG
chr5_64290000to64300000andchr5_64480000to64490000,0.0,1.5,2NTnG
chr11_58100000to58110000andchr11_58230000to58240000,0.0,1.5,2NTnG
chr11_61490000to61500000andchr11_61620000to61630000,0.0,1.5,2NTnG
